"bout","sid","sentence","has_foul_raw","has_foul","rule_score","rule_conf","rule_reasons_pos","rule_reasons_neg","time_str","round_mentioned","event"
"Hamdy Abdelwahab (264.5) vs. Mohammed Usman (244.5)",1,"Hamdy Abdelwahab (264.5) vs.",FALSE,FALSE,0,0.00669285092428486,"","gate_not_started",NA,NA,"UFC-hill-rountree-21-06-2025"
"Hamdy Abdelwahab (264.5) vs. Mohammed Usman (244.5)",2,"Mohammed Usman (244.5) BETTING PREVIEW | SCOUTING REPORT | ODDS: Abdelwahab (-175), Usman (+145) Round 1 Baku, the capital and largest city of Azerbaijan, is the site for the UFC tonight.",FALSE,FALSE,0,0.00669285092428486,"","gate_not_started",NA,"Round 1","UFC-hill-rountree-21-06-2025"
"Hamdy Abdelwahab (264.5) vs. Mohammed Usman (244.5)",3,"Its size dwarfs any other city in the nation, one that sits well below sea level.",FALSE,FALSE,0,0.00669285092428486,"","gate_not_started",NA,"Round 1","UFC-hill-rountree-21-06-2025"
"Hamdy Abdelwahab (264.5) vs. Mohammed Usman (244.5)",4,"The nickname of the ""City of Winds"" has been given to Baku, although not necessarily for positive reasons, as the winds blow mercilessly across the Caspian Sea.",FALSE,FALSE,0,0.00669285092428486,"","gate_not_started",NA,"Round 1","UFC-hill-rountree-21-06-2025"
"Hamdy Abdelwahab (264.5) vs. Mohammed Usman (244.5)",5,"Before we go too far, while everyone may be smiling and the sun may be shining during the show today,there is quite a dark underbelly for the country, especially when it comes to MMA.",FALSE,FALSE,0,0.00669285092428486,"","gate_not_started",NA,"Round 1","UFC-hill-rountree-21-06-2025"
"Hamdy Abdelwahab (264.5) vs. Mohammed Usman (244.5)",6,"That's enough with the gloom and doom, it's time for some fights.",FALSE,FALSE,0,0.00669285092428486,"","gate_not_started",NA,"Round 1","UFC-hill-rountree-21-06-2025"
"Hamdy Abdelwahab (264.5) vs. Mohammed Usman (244.5)",7,"Unranked heavyweights on the opener, a Joe Silva special, is what fight fans at the Baku Crystal Hall and watching around the world will be getting.",FALSE,FALSE,0,0.00669285092428486,"","gate_not_started",NA,"Round 1","UFC-hill-rountree-21-06-2025"
"Hamdy Abdelwahab (264.5) vs. Mohammed Usman (244.5)",8,"Abdelwahab (6-0, 1 NC; 1-0, 1 NC UFC) is back off his drug test suspension and ready to put some momentum together, aiming for his second win this year.",FALSE,FALSE,0,0.00669285092428486,"","gate_not_started",NA,"Round 1","UFC-hill-rountree-21-06-2025"
"Hamdy Abdelwahab (264.5) vs. Mohammed Usman (244.5)",9,"He will have to contend with Usman (10-4, 3-2 UFC), whose big brother in a smaller weight division prevailed last weekend to give him a boost.",FALSE,FALSE,0,0.00669285092428486,"","gate_not_started",NA,"Round 1","UFC-hill-rountree-21-06-2025"
"Hamdy Abdelwahab (264.5) vs. Mohammed Usman (244.5)",10,"The big men draw together under the auspices of referee Marc Goddard, and they bump their large hands together to start off the day.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 1","UFC-hill-rountree-21-06-2025"
"Hamdy Abdelwahab (264.5) vs. Mohammed Usman (244.5)",11,"Abdelwahab takes to the center of the cage and boots Usman with a hefty leg kick that nearly knocks his man over on the very first blow.",FALSE,FALSE,20,0.0474258731775668,"strong_anchor","",NA,"Round 1","UFC-hill-rountree-21-06-2025"
"Hamdy Abdelwahab (264.5) vs. Mohammed Usman (244.5)",12,"Usman recovers and probes out with his jabs, but another kick from Abdelwahab shakes him up once more.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 1","UFC-hill-rountree-21-06-2025"
"Hamdy Abdelwahab (264.5) vs. Mohammed Usman (244.5)",13,"Usman is less compromised from the strike than before, and he loops a right hand over the top and misses the mark.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 1","UFC-hill-rountree-21-06-2025"
"Hamdy Abdelwahab (264.5) vs. Mohammed Usman (244.5)",14,"Abdelwahab chambers and fires a hard low kick, and when Usman responds, he whiffs on a kick and almost falls over.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 1","UFC-hill-rountree-21-06-2025"
