"bout","sid","sentence","has_foul_raw","has_foul","rule_score","rule_conf","rule_reasons_pos","rule_reasons_neg","time_str","round_mentioned","event"
"Alibi Idiris (126) vs. Joseph Morales (126)",1,"Alibi Idiris (126) vs.",FALSE,FALSE,0,0.00669285092428486,"","gate_not_started",NA,NA,"UFC319-duplessis-chimaev-16-08-2025"
"Alibi Idiris (126) vs. Joseph Morales (126)",2,"Joseph Morales (126) BETTING PREVIEW | SCOUTING REPORT | ODDS: Idiris (-450), Morales (+350) Round 1 Tonight's the night, and it's going to happen again and again.",FALSE,FALSE,0,0.00669285092428486,"","gate_not_started",NA,"Round 1","UFC319-duplessis-chimaev-16-08-2025"
"Alibi Idiris (126) vs. Joseph Morales (126)",3,"Has to happen.",FALSE,FALSE,0,0.00669285092428486,"","gate_not_started",NA,"Round 1","UFC319-duplessis-chimaev-16-08-2025"
"Alibi Idiris (126) vs. Joseph Morales (126)",4,"Nice night.",FALSE,FALSE,0,0.00669285092428486,"","gate_not_started",NA,"Round 1","UFC319-duplessis-chimaev-16-08-2025"
"Alibi Idiris (126) vs. Joseph Morales (126)",5,"Chicago is a great town.",FALSE,FALSE,0,0.00669285092428486,"","gate_not_started",NA,"Round 1","UFC319-duplessis-chimaev-16-08-2025"
"Alibi Idiris (126) vs. Joseph Morales (126)",6,"I love the deep dish pizza, even if it's no match for a giant New York slice.",FALSE,FALSE,0,0.00669285092428486,"","gate_not_started",NA,"Round 1","UFC319-duplessis-chimaev-16-08-2025"
"Alibi Idiris (126) vs. Joseph Morales (126)",7,"We have before us a dozen matches of varied intrigue, with the least interestingâsorry TUF, but your model is antiquated and worn outâstarting off first.",FALSE,FALSE,0,0.00669285092428486,"","gate_not_started",NA,"Round 1","UFC319-duplessis-chimaev-16-08-2025"
"Alibi Idiris (126) vs. Joseph Morales (126)",8,"Not because they are flyweights, but because the victor between Idiris (10-0, 0-0 UFC) and Morales (12-2, 1-2 UFC) will earn a six-figure UFC contract that does not look nearly as appealing as it did 20 years ago.",FALSE,FALSE,0,0.00669285092428486,"","gate_not_started",NA,"Round 1","UFC319-duplessis-chimaev-16-08-2025"
"Alibi Idiris (126) vs. Joseph Morales (126)",9,"Still, business must be settled, and referee Nick Cimmarusti is assigned to the opening proceeding.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 1","UFC319-duplessis-chimaev-16-08-2025"
"Alibi Idiris (126) vs. Joseph Morales (126)",10,"The match with a shiny crystalline trophy on the line commences with a touch of gloves.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 1","UFC319-duplessis-chimaev-16-08-2025"
"Alibi Idiris (126) vs. Joseph Morales (126)",11,"Morales is the immediate aggressor, going right after Idiris throwing big punches.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 1","UFC319-duplessis-chimaev-16-08-2025"
"Alibi Idiris (126) vs. Joseph Morales (126)",12,"Idiris takes one or two on the chin and counters back, and he circles away.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 1","UFC319-duplessis-chimaev-16-08-2025"
"Alibi Idiris (126) vs. Joseph Morales (126)",13,"Morales keeps the pressure up even as a front kick pushes him away, and he dodges a spinning back fist to get hands on his opponent.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 1","UFC319-duplessis-chimaev-16-08-2025"
"Alibi Idiris (126) vs. Joseph Morales (126)",14,"Idiris tries for a wheel kick that bounces off the guard, and Morales catches him in the middle of the air when Idiris goes after a flying knee.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 1","UFC319-duplessis-chimaev-16-08-2025"
"Alibi Idiris (126) vs. Joseph Morales (126)",15,"The two slow things down in the clinch, with Morales jamming his foe up and working him with short knees.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 1","UFC319-duplessis-chimaev-16-08-2025"
"Alibi Idiris (126) vs. Joseph Morales (126)",16,"Idiris gives him a few knees back to think about as they jockey back and forth for position.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 1","UFC319-duplessis-chimaev-16-08-2025"
"Alibi Idiris (126) vs. Joseph Morales (126)",17,"Fans grow restless after this prolonged grappling exchange, and have already started booing 90 seconds into the event.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 1","UFC319-duplessis-chimaev-16-08-2025"
"Alibi Idiris (126) vs. Joseph Morales (126)",18,"Morales tries to wrestle his man to the floor, and he comes up top with a knee that pounds into Idiris' forehead.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 1","UFC319-duplessis-chimaev-16-08-2025"
"Alibi Idiris (126) vs. Joseph Morales (126)",19,"The fighters split up, and Idiris works the body on the way out.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 1","UFC319-duplessis-chimaev-16-08-2025"
"Alibi Idiris (126) vs. Joseph Morales (126)",20,"Morales throws back body shots, and he ducks under a spinning back fist to hit a double-leg takedown.",FALSE,FALSE,0,0.00669285092428486,"","",NA,"Round 1","UFC319-duplessis-chimaev-16-08-2025"
